Diet_type,Recipe_name,Protein,Carbs,Fat,Total_macronutrients
dash,Pepperoni Pizza Wrap,0.3061703151311042,0.18703391869136402,0.506795766177532,166.27999999999997
dash,"Peaches With Creme Fraiche, Brown Sugar, Cinnamon And Nutmeg",0.06341873162536749,0.8021839563208736,0.13439731205375893,23.810000000000002
dash,Men Are From Mars,0.024500907441016337,0.9664246823956444,0.009074410163339383,11.02
dash,Simple Savory Scallops,0.7408312958435208,0.22493887530562348,0.03422982885085575,4.09
dash,Karthago Cocktail,0.08897485493230174,0.8820116054158607,0.029013539651837523,5.17
dash,Pink Pasta,0.12442593003602341,0.663428542161064,0.2121455278029126,585.73
dash,Candy Corn Milkshake,0.11916160672582905,0.618577767398412,0.262260625875759,171.28
dash,Coconut Black Beans,0.18364509987609925,0.5370040192197274,0.27935088090417337,330.90999999999997
dash,Pasta with tuna and roasted asparagus,0.17925824175824173,0.6786026473526473,0.14213911088911088,320.32000000000005
dash,Spiked Eggnog,0.1487221315932572,0.734910277324633,0.11636759108210984,36.78
dash,Sweet Potato Hash,0.1694285058526509,0.6101445949047509,0.22042689924259815,217.85
dash,Ketel One Vodka Dutch Chocolate,0.20364632125099086,0.5994090941846221,0.1969445845643871,138.77
dash,Mezcal Michelada,0.02464332036316472,0.9734111543450065,0.0019455252918287938,15.42
dash,Stuffed Shells with Creamy Tomato Parmesan Sauce,0.2958237637684556,0.3977689243027888,0.3064073119287556,1066.75
dash,Very Merry Bourbon Alexander,0.2654639175257732,0.5286368843069874,0.2058991981672394,34.92
dash,Milk and Honey Recipe,0.22779187817258884,0.5383883248730964,0.23381979695431473,31.52
dash,Carrot Gnocchi with Chard two ways,0.15683086629458867,0.503518563455472,0.33965057024993933,412.1
dash,Oven-Dried Kale,0.20592383638928066,0.4325340855665256,0.36154207804419375,42.54
dash,kale and cheese calzone,0.283210332103321,0.43680811808118086,0.27998154981549817,86.72
dash,Chocolate Hummus with Candied Bacon,0.19769980759668807,0.3839202715264716,0.41837992087684023,462.57000000000005
dash,All-Purpose Citrus Dressing,0.02011313639220616,0.1184789440603394,0.8614079195474544,31.82
dash,Honey Walnut Crusted Salmon,0.39510498653348325,0.20950239259472322,0.39539262087179355,382.43
dash,Sriracha Bloody Mary Recipe,0.1507823613086771,0.7937411095305832,0.05547652916073969,7.03
dash,Raw Shiitake Kale Salad recipes,0.14601209734139822,0.3183288788859192,0.5356590237726825,71.09
dash,Cod with Rosemary Polenta and Beans,0.31100416233090533,0.5442247658688867,0.14477107180020812,76.88
dash,Pineapple Mango Salsa recipes,0.047086461365609525,0.9392268014912415,0.013686737143148971,195.81
dash,Burrata Pizza,0.27758278650999546,0.49645200671448186,0.22596520677552265,262.12
dash,"Sweet, Spicy, Easy Green Beans",0.4498164014687882,0.2210832313341493,0.3291003671970624,65.36
dash,Scones with Currants,0.10045258858593663,0.756485263274092,0.1430621481399713,181.18
dash,Double Avocado Cobb Salad,0.16580022279985146,0.1921648718900854,0.6420349053100631,430.88
dash,The Ultimate Ketel One Bloody Mary,0.12500000000000003,0.837037037037037,0.03796296296296296,10.799999999999999
dash,Carrots and Blue Cheese,0.13733228097868982,0.4306009696696358,0.4320667493516744,88.69
dash,Raita (Indian Yogurt and Cucumber Condiment),0.2523124357656732,0.5344295991778006,0.21325796505652622,77.84
dash,Chicken with Mango Salsa,0.6788418224742884,0.17771566578925943,0.1434425117364522,368.51
dash,Carrot-Thyme Soup with Cream,0.04557492827190466,0.7830500993158243,0.17137497241227104,271.86
dash,Crab Cakes With Green Onion And Mustard,0.6689253286353165,0.23255183629218054,0.09852283507250305,73.78999999999999
dash,Sweet Potato & Broccoli Shepard's Pie,0.3215795935070249,0.29692402127949796,0.381496385213477,293.24
dash,Macaroni and Cheese,0.23033626785972003,0.4834340143908624,0.2862297177494176,970.06
dash,Roasted Pencil-thin Asparagus,0.2929038751887268,0.23955712128837445,0.46753900352289884,19.869999999999997
dash,Sweet Potato Julius,0.07226205539153661,0.8869675242513707,0.04077042035709264,71.13000000000001
dash,The Rolls-Royce,0.0584958217270195,0.9331476323119777,0.008356545961002786,3.59
dash,151 Swizzle,0.0043859649122807015,0.994674185463659,0.0009398496240601503,31.92
dash,Pork Medallions with Cranberry-Onion Relish,0.4151162148732954,0.33114337768453594,0.25374040744216864,181.13
dash,Aperol Spritz Cocktail,0.0452418096723869,0.951638065522621,0.0031201248049922002,6.409999999999999
dash,Scallops Ceviche And Kumquats,0.37210602840845547,0.4479364724303769,0.17995749916116766,89.41
dash,Oven-Roasted Rosemary Potatoes,0.09242182267786309,0.8315388181958684,0.07603935912626862,194.10999999999999
dash,Swiss Chard au Gratin,0.16197527095099984,0.23011753930697604,0.6079071897420241,655.1
dash,Savory Zucchini Puff Pastry Tarts,0.10412757973733583,0.435004020369874,0.4608683998927901,74.62
dash,Pizza in a bread bowl Recipe,0.3705856591153402,0.21011665405900387,0.41929768682565594,502.34
dash,Fancy Free Recipe,0.0021413276231263384,0.9892933618843683,0.008565310492505354,4.67
dash,The Augustus Club,0.0076142131979695426,0.9873096446700508,0.005076142131979696,15.76
dash,Green Onion and Mustard Crab Cakes,0.6689253286353165,0.23255183629218054,0.09852283507250305,73.78999999999999
dash,Juice Marinara Recipe,0.144387413523767,0.8190136130328052,0.0365989734434278,44.81
dash,Southern Comfort Champagne Cocktail,0.01499250374812594,0.9775112443778111,0.00749625187406297,13.339999999999998
dash,"Apricot, Cucumber, Pluot, and Lime Basil Salad",0.09631901840490797,0.8773006134969326,0.026380368098159506,32.6
dash,Chickpea & Butternut Squash Soup,0.13467918622848202,0.5719874804381847,0.29333333333333333,319.5
dash,Apple and cabbage salad with apple molasses dressing,0.11142454160789844,0.4655083985126298,0.4230670598794717,467.94000000000005
dash,Duck breast stuffed with dried fruits,0.06070392468115387,0.8186271826591495,0.12066889265969677,365.38
dash,Homemade Strawberry Conserve,0.01666273677591763,0.9760276664308731,0.007309596793209148,127.23000000000002
dash,Oysters,0.49173710104705437,0.38526554812665575,0.1229973508262899,79.27
dash,Lemon Lavender Fizz,0.002141327623126339,0.9963291526460692,0.0015295197308045276,32.69
dash,New Columbia Harvest,0.026954177897574125,0.9487870619946092,0.02425876010781671,7.42
dash,Black River Pearl,0.005578800557880056,0.9888423988842399,0.005578800557880056,14.34
dash,Gazpacho,0.09841966143636466,0.5712839547831955,0.3302963837804398,177.81
dash,Appetizer Meatballs (Frozen Meatballs),0.25921052631578945,0.44876444159178436,0.2920250320924262,623.2
dash,Cucumber Gazpacho,0.054144601750783526,0.3529666054252674,0.592888792823949,92.53
dash,Time for a Drink: the Gypsy Recipe,0.003243243243243243,0.9870270270270272,0.00972972972972973,9.25
dash,Alaska Cocktail Recipe,0.002169197396963124,0.9891540130151845,0.008676789587852497,4.609999999999999
dash,Mom’s Blueberry Pie,0.0356387955230604,0.5997089296233411,0.3646522748535986,577.18
dash,Asian-Spiced Pecans,0.10057471264367815,0.15842407743496673,0.7410012099213551,396.72
dash,Golden Milk Tea,0.07077308120133481,0.2566045606229143,0.6726223581757508,143.84
dash,Individual Chili-Cheddar Meatloaves,0.3778970290869498,0.4530253538652978,0.16907761704775234,128.58
dash,Eggplant Lasagna,0.30389075309009045,0.4695450877118464,0.22656415919806314,470.86
dash,Fifty-Fifty Martini recipes,0.09054054054054055,0.8864864864864865,0.022972972972972978,7.3999999999999995
dash,Gin and Sin recipes,0.0472972972972973,0.9301801801801802,0.022522522522522525,4.4399999999999995
dash,Classic Baked Acorn Squash,0.04135079255685734,0.8212726855042499,0.13737652193889272,87.06
dash,Cranberry Salsa,0.021887015675835553,0.9725919353248546,0.005521048999309869,101.43
dash,Norwegian Wood,0.006896551724137932,0.9862068965517241,0.006896551724137932,2.9
dash,Winter Solstice Recipe,0.05299539170506913,0.9262672811059908,0.020737327188940093,4.34
dash,World Cup Cucumber & Lamb Sosatie,0.08156588013395437,0.1677893683359637,0.750644751530082,259.78999999999996
dash,His & Hers,0.0056022408963585435,0.984593837535014,0.00980392156862745,7.140000000000001
dash,Oven Roasted Elote,0.20430600091617043,0.3914624370132845,0.40423156207054517,349.28
dash,Rum punch,0.022338880822070813,0.9718530101641908,0.005808109013738412,89.53
dash,Edamame Crunch,0.39143730886850153,0.3674093490607252,0.24115334207077324,22.89
dash,Creamy Pesto Tiger Shrimp and Asparagus Lasagna Bundles,0.2792981591058514,0.4333497698882314,0.2873520710059172,486.72
dash,Microwave Shepherds Pie,0.23640256959314776,0.4446619761394922,0.31893545426736003,490.34999999999997
dash,Butternut Squash Puree,0.04010207801676996,0.6219467736055413,0.33795114837768864,137.15
dash,The Darby's Three Cheese Macaroni,0.2680493361615209,0.26121454945400263,0.4707361143844764,254.58
dash,Beer-Braised Pork Chops with Pears and Apples Recipe,0.3911405618844461,0.32887033086733536,0.27998910724821857,440.65999999999997
dash,The Ultimate Raw Taco,0.12121212121212123,0.5027603974972397,0.37602748129063923,81.50999999999999
dash,Tokyo Geisha,0.012658227848101266,0.976491862567812,0.010849909584086798,5.53
dash,Cranberry Chicken Tagine,0.32690037468562333,0.546202672415268,0.12689695289910863,584.49
dash,Crustless Quiche with Goat Cheese and Scallions,0.2948286735337397,0.15724195921799453,0.5479293672482657,190.28000000000003
dash,Homemade Cavatelli Recipe,0.25322706127050154,0.5434958639632916,0.20327707476620674,629.83
dash,Tropical Salad with Sriracha,0.068346440397351,0.6858443708609272,0.24580918874172183,193.28
dash,Garlic Mashed Potatoes,0.13866185803611158,0.8337041287089295,0.027634013254958904,427.01
dash,Sloe Gin,0.004649499284692418,0.9885550786838341,0.006795422031473534,27.96
dash,Avocado-Tomato Open-Face Sandwich,0.1627491817911336,0.5778042249330557,0.2594465932758108,33.61
dash,Prescription Julep #2,0.002641490974905836,0.9967715110306706,0.000586997994423519,204.43
dash,Tunacado Salad,0.23744787322768973,0.23769808173477897,0.5248540450375313,119.9
dash,Fresh Summer Succotash,0.1758189959934009,0.5938015555031817,0.2303794485034174,339.44
dash,Creamy Sweet Potato Soup,0.16923341650176377,0.7895551922911468,0.04121139120708939,116.23
dash,Hot Sazerac,0.04888888888888889,0.9138888888888889,0.037222222222222226,18.0
dash,Galbi Jjim (Korean Braised Short Ribs),0.20986915634631234,0.3545648517142889,0.43556599193939877,885.79
dash,Ratatouille Tatin Tartlets,0.14031013422082433,0.5808433602750247,0.27884650550415097,546.86
dash,Apple 'Cider' Soup,0.09378588159647269,0.8576677536398292,0.048546364763698155,217.73000000000002
dash,Lemon-Dill Orzo Pilaf,0.16406902310047314,0.5990815474533815,0.2368494294461453,71.86
dash,Greenpoint,0.010909090909090908,0.9818181818181819,0.007272727272727273,2.75
dash,Curried Chicken Salad with Fruit,0.4747291156938134,0.3476057322614471,0.17766515204473962,286.09999999999997
dash,Kona Swizzle,0.04880239520958083,0.9407185628742514,0.010479041916167662,33.400000000000006
dash,Red And Orange Pavlovas,0.06018383729151936,0.6898473568190326,0.24996880588944806,240.43
dash,Nicky Finn,0.06572769953051644,0.9107981220657277,0.02347417840375587,4.26
dash,Celebration Manhattans,0.007434944237918216,0.9888475836431228,0.003717472118959108,2.69
dash,Shamrock Shake Recipe,0.010425716768027803,0.9860990443092964,0.0034752389226759346,11.509999999999998
dash,Planter's Punch Cocktail recipes,0.06611570247933884,0.9049586776859504,0.028925619834710748,2.42
dash,Cucumber-Coconut,0.07671179124975476,0.9019030802432804,0.021385128506964883,50.97
dash,Icecream French Toast,0.24786416061512176,0.574754378470739,0.17738146091413926,187.28
dash,New Fashioned,0.0038572806171648993,0.991321118611379,0.004821600771456124,10.37
dash,Gin Sangria,0.03775649794801641,0.9534883720930232,0.008755129958960328,36.550000000000004
dash,Lemon Stinger Swizzle,0.005437245129134571,0.9913910285455368,0.0031717263253285004,22.07
dash,Rusty Nail Recipe,0.002169197396963124,0.9891540130151845,0.008676789587852497,4.609999999999999
dash,Classic Martini,0.04823151125401928,0.3536977491961415,0.5980707395498392,3.1100000000000003
dash,Sweet and Salty Prosciutto-Wrapped Asparagus,0.6443653299299164,0.16511049909316852,0.19052417097691499,446.61
dash,Fallen Angel,0.0015748031496062994,0.9913385826771653,0.007086614173228346,12.7
dash,Broccoli Cheese Strata,0.36402393418100226,0.3341810022438295,0.30179506357516833,133.7
dash,Clementini,0.06538661131292164,0.9231966787752983,0.01141670991177997,19.27
dash,Raspberry Pops,0.14435374149659863,0.7315646258503402,0.12408163265306121,73.5
dash,Sidecar,0.010416666666666666,0.9765625,0.013020833333333334,11.52
dash,Louis Dressing,0.014632026270040564,0.10358315626810895,0.8817848174618506,207.07999999999998
dash,Bourbon Maple Cider Recipe,0.037431257761220506,0.9620365442611318,0.0005321979776476849,56.37
dash,Between The Sheets Cocktail Recipe,0.012126111560226355,0.9797898140662894,0.008084074373484237,12.37
dash,White wine sardines with chickpeas and sliced potatoes,0.27295629172439856,0.566444136541126,0.16059957173447537,238.17000000000002
dash,Pineapple Cobbler,0.03666666666666667,0.9506666666666667,0.012666666666666666,15.0
dash,Maple Bourbon Old-Fashioned,0.004340277777777778,0.993923611111111,0.0017361111111111112,11.52
dash,Lillet Spritz,0.09918845807033365,0.8773669972948602,0.023444544634806132,11.09
dash,Gabriella's Farmer Cheese Gnocchi,0.4184919436052366,0.40231621349446123,0.1791918429003021,158.88
dash,Liquid Autumn,0.04903536977491962,0.937299035369775,0.013665594855305468,12.44
dash,Squash and Sweet Potato Croquettes,0.12976036591428858,0.6988167445560307,0.17142288952968082,100.57
dash,Stuffed Mushrooms,0.23169452638479185,0.5376270075385119,0.23067846607669612,305.1
dash,Piping Plum Recipe,0.0024764735017335313,0.9910846953937593,0.0064388311045071814,20.19
dash,Bobby Axelrod,0.050847457627118633,0.37288135593220334,0.576271186440678,0.5900000000000001
dash,Cauliflower Soup,0.3332917082917083,0.23276723276723277,0.43394105894105894,80.08
dash,Time for a Drink: Bijou Cocktail Recipe,0.0049800796812749,0.9860557768924302,0.00896414342629482,10.040000000000001
dash,Day At The Beach by LaPlaya Beach & Golf Resort,0.02176591375770021,0.9683778234086242,0.009856262833675565,24.349999999999998
dash,Zelma's Punch,0.09112466124661245,0.8648373983739837,0.04403794037940379,29.520000000000003
dash,Velveeta Tuna Shell Casserole,0.363734165299481,0.4321293133589737,0.20413652134154545,371.80999999999995
dash,El Guapo Cocktail Recipe With Mezcal recipes,0.023640661938534282,0.9711583924349882,0.005200945626477542,21.15
dash,Very Rustic Custard Tart with Guava Sauce,0.18569399953766386,0.607773851590106,0.20653214887223012,302.81
dash,Russian REBBL,0.12333266971929126,0.8456101931116862,0.031057137169022496,200.92000000000002
dash,L.A. Burdick Classic Hot Chocolate,0.09864111838889433,0.5989832828233455,0.3023755987877603,102.28999999999999
dash,Charred Onion Dip,0.0930232558139535,0.2988592676624441,0.6081174765236025,158.67
dash,Poison Arrow,0.01775568181818182,0.9758522727272727,0.006392045454545454,14.08
dash,Cucumber-Tomato Salad,0.10313953488372092,0.5111627906976745,0.3856976744186047,86.0
dash,Dimitri Lezinska's Maple Leaf Martini,0.0050479555779909145,0.9909136799596163,0.004038364462392731,19.81
dash,Purple Tai Rice Cooker Sticky Rice,0.08169864194869583,0.9097327010131494,0.008568657038154775,185.56
dash,Barbecue Bloody Mary,0.08497593399037359,0.8496160898464359,0.06540797616319045,349.04
dash,Liquid Fireworks,0.07824933687002653,0.8992042440318303,0.022546419098143238,7.54
dash,Dark Mojito,0.013767783386874713,0.9825608077099588,0.0036714089031665903,21.79
dash,Sherry Martini,0.03273809523809524,0.9642857142857143,0.002976190476190476,10.08
dash,Americano Cocktail,0.058666666666666666,0.9359999999999999,0.005333333333333333,3.75
dash,Spicy Steak Fries,0.08857031727510141,0.7539589931655276,0.15747068955937102,179.97
dash,Vegan Roasted Sweet Potato Quesadillas,0.15116842819742074,0.7002811984873462,0.1485503733152332,515.65
dash,Gazpacho,0.37778581983775145,0.39578998160378787,0.22642419855846077,331.59
dash,Butternut Squash Bisque,0.05744660099483078,0.8244416268409246,0.11811177216424461,205.06
dash,Cotton Candy Cocktail,0.0027112516945323093,0.9882512426570268,0.009037505648441031,22.13
dash,Police Gazette Cocktail,0.017432646592709985,0.9730586370839936,0.009508716323296355,6.31
dash,Tequila Sunrise Jelly Shots,0.21282798833819241,0.7793463249961639,0.007825686665643702,65.17
dash,Lemon Dipping Sauce,0.0829640947288006,0.2209320091673033,0.6961038961038961,65.45
dash,Some Like It Hot Recipe,0.28875968992248063,0.6339977851605758,0.07724252491694353,36.12
dash,German CREPES,0.18045321289913635,0.717039061880992,0.10250772521987164,504.84000000000003
dash,Slaw and Order,0.2983126812549433,0.5783021355127866,0.12338518323226996,75.86
dash,Chile-Salt Michelada,0.09901800327332241,0.8960720130932895,0.004909983633387888,12.22
dash,Blackthorn Cocktail Recipe,0.004149377593360996,0.9870331950207469,0.008817427385892116,19.28
dash,Grilled Chicken,0.5215099114297764,0.20082946717278224,0.2776606213974413,284.52
dash,Shrimp Po Boy Sandwich Recipe,0.06679830181935471,0.12238146298088237,0.8108202351997628,2294.2200000000003
dash,Pisco Sour,0.08165487207403374,0.9167120304844855,0.001633097441480675,18.37
dash,"""Fruit Cocktail"" Crisp",0.050930942764259676,0.821002856861393,0.12806620037434735,203.02
dash,The Pumpkin Martini,0.002958579881656805,0.9889053254437871,0.008136094674556215,40.559999999999995
dash,Recipe: The Income Tax Cocktail,0.05833333333333333,0.925,0.016666666666666666,3.6
dash,Lychee Martini,0.00701530612244898,0.9846938775510204,0.008290816326530613,15.68
dash,Cider Delighter,0.052487698195735365,0.8753417167851284,0.07217058501913613,18.290000000000003
dash,Pineapple Saffron Martini,0.011303191489361703,0.9837101063829787,0.004986702127659575,30.08
dash,Foil Pack Cinnamon Apples,0.014393719104390811,0.8950276243093923,0.09057865658621693,68.78
dash,Pumpkin Old Fashioned,0.016873889875666074,0.9782415630550623,0.004884547069271759,22.52
dash,Neely's BBQ Pulled Pork Egg Rolls,0.14562049245851527,0.43221448211038593,0.4221650254310989,1138.37
dash,Sweet and Crunchy Garden Salad,0.0724289645743133,0.43215481428245894,0.49541622114322775,570.49
dash,Watermelon and Basil Martini,0.07821637426900585,0.9027777777777778,0.019005847953216377,13.68
dash,White Knight,0.007692307692307692,0.9871794871794872,0.005128205128205128,3.9
dash,Grilled Vegetable Pitas,0.25063207650873914,0.5328130152797625,0.21655490821149828,90.97
dash,Hearty Chicken and Rice Casserole,0.5423182803256604,0.3624631484410083,0.0952185712333314,512.1899999999999
dash,Vanilla Bean Crème Brûlée,0.19399709896976233,0.6075798713132741,0.1984230297169636,268.87
dash,Hummus Tartine with Sprouts recipes,0.1368989205103042,0.5685312397775597,0.29456983971213613,61.14
dash,Vegan (Or Not) Peach Creamsicle Sherbet,0.10051141552511415,0.8035799086757991,0.09590867579908675,547.5
dash,Cîroc Champagne Cosmo,0.05327368849125661,0.9381862545750305,0.00854005693371289,24.59
dash,Shrimp Newburg on Toast Points,0.4584732627228106,0.3977008524928959,0.14382588478429345,154.84
dash,Oven roasted brussel sprouts with rosemary,0.16574889867841408,0.44520925110132165,0.38904185022026433,36.32
dash,Sepia's Death & Taxes Recipe,0.0015094684841277103,0.9977586680084164,0.0007318635074558595,218.62
dash,Healthy & Delicious: Broiled Grapefruit Recipe,0.057640750670241284,0.8019436997319035,0.14041554959785524,29.84
dash,Simple Buttermilk Biscuits Recipe,0.10356899160411782,0.6108523452101937,0.2855786631856885,337.07
dash,Grilled Coconut Rum French Toast,0.1966078227760471,0.6703011422637591,0.13309103496019387,346.67999999999995
dash,Blueberry Tart,0.04907893417137508,0.7459463073785564,0.20497475845006854,299.11
dash,Coconut Macaroons,0.05727652041977494,0.7320773801997723,0.21064609938045264,158.18
dash,Pumpkin Soup recipes,0.1259857747598685,0.6495906483013516,0.2244235769387799,465.37
dash,Sage-Butter Gnocchi recipes,0.14656925822921424,0.6025901789049852,0.25084056286580053,240.91
dash,O' Mai Mai Juice,0.045598224493913514,0.9378572869728966,0.016544488533189856,148.69
dash,Grilled Bread with Goat Cheese & Green Olives,0.17403554601856605,0.701469422027336,0.12449503195409806,1071.85
dash,Tomato Daiquiri,0.008431703204047219,0.9903035413153457,0.0012647554806070826,23.72
dash,Lady Genevieve,0.0033128253667770945,0.9924278277330809,0.004259346900141978,21.13
dash,Grilled Cheese with Roasted Tomato Spread,0.22466586521462414,0.40955377978926527,0.3657803549961106,282.82
dash,Watercress Salad with Fennel and Citrus,0.08651350571950399,0.7055657022012881,0.2079207920792079,104.03
dash,Delmonico's Eggs Benedict,0.24095351609058405,0.380341676599126,0.37870480731029005,629.25
dash,Sparkling Apricot Sorbet,0.033158120929617514,0.9579490231082021,0.00889285596218057,302.48999999999995
dash,The Lumière,0.005714285714285714,0.9864285714285714,0.007857142857142858,28.0
dash,Apple Cinnamon Rum recipes,0.016233766233766236,0.9715909090909092,0.012175324675324674,12.32
dash,"Bloody Carrot ""Bacon""",0.03474298732735298,0.7637761640324647,0.20148084864018226,70.23
dash,Green Monster Recipe,0.014558689717925387,0.9745222929936306,0.010919017288444039,10.99
dash,Champs-Élysées Cocktail,0.0112079701120797,0.978829389788294,0.009962640099626403,8.03
dash,A Spanish Potato Tortilla On Hiking Trails,0.2544649557256491,0.5349692330781931,0.2105658111961579,133.26
dash,Widow's Kiss,0.0029182879377431907,0.9883268482490273,0.008754863813229572,10.28
dash,Lime Rickey Recipe,0.004036726294126959,0.9953300617381668,0.0006332119677061897,126.34
dash,The Presidential Cocktail,0.044317154054868864,0.9261380765752187,0.029544769369912575,33.169999999999995
dash,Horn & Hardart’s Macaroni and Cheese,0.20544221348979919,0.5607202454648221,0.23383754104537866,371.54
dash,Avocado Dressing,0.029526029526029524,0.13399731581549762,0.8364766546584729,141.57
dash,Corpse Reviver No. 2,0.0410958904109589,0.934931506849315,0.02397260273972603,2.92
dash,Little Black Dress,0.07358686514020078,0.6348350724494337,0.29157806241036544,202.21
dash,One-Eyed Sailor,0.31189413755962453,0.17515515207467813,0.5129507103656973,389.94000000000005
dash,The Obamatini Cocktail Recipe,0.015167183729748361,0.9803516028955532,0.0044812133746983795,29.01
dash,DIY Vinaigrette,0.008252009184845005,0.20938576349024107,0.7823622273249138,139.36
dash,Easy Roasted Potatoes with Garlic recipes,0.08591841559192037,0.7184996453993855,0.19558193900869428,380.71
dash,Grilled Pesto Potato Salad,0.10665493828857309,0.15163968223425603,0.741705379477171,727.5799999999999
dash,Bourbon Renewal,0.005720228809152366,0.9885595423816953,0.005720228809152366,19.23
dash,Collard Green and Artichoke Dip,0.19149022061643423,0.2599761823062794,0.5485335970772863,495.43
dash,Cinnamon Honey Butter,0.008374345134148278,0.26059692014605496,0.7310287347197968,251.95999999999998
dash,Rosemary-Grapefruit Fizz,0.024472195777566222,0.9648317186537492,0.01069608556868455,178.57
dash,Carrot Ribbons with Sesame,0.07016823963890029,0.7267131719327041,0.20311858842839556,24.37
dash,Rum Swizzle,0.01604076240800151,0.9809397999622571,0.003019437629741461,52.989999999999995
dash,Steak?And?Egg Salad Sandwiches,0.3714669522754915,0.2004828725470619,0.4280501751774466,550.87
dash,Gin & Gomme,0.04011887072808321,0.9405646359583953,0.019316493313521546,6.7299999999999995
dash,Middle Eastern Hummus,0.1773622429181218,0.44433934807916176,0.3782984090027163,412.32000000000005
dash,Yogurt Pops,0.17777342218737752,0.6673853390827127,0.15484123872990985,51.019999999999996
